simp_plot,reservatio,community.x,longitude,latitude,vibifq,carex,dicot,shade,shrub,hydro,svp,fqi,sens_rel,tol_rel,developed.x,ldi,small_tree,subcanopy_dens,subcanopy_dom,subcanopy_iv,canopy_dens,canopy_dom,canopy_iv,monocots,perc_open,slope,aspect,twi,V1,ACFL,ALFL,AMCR,AMGO,AMKE,AMRE,AMRO,AMWO,BADO,BAEA,BANS,BAOR,BARS,BCCH,BEKI,BGGN,BHCO,BHVI,BLJA,BOBO,BRCR,BRTH,BTNW,BWHA,BWWA,CANG,CARW,CEDW,CERW,CHSP,CHSW,CLSW,COGR,COHA,COYE,DEJU,DOWO,EABL,EAKI,EAME,EAPH,EATO,EAWP,EUST,FISP,GBHE,GCFL,GHOW,GRCA,GRHE,HAWO,HERG,HETH,HOFI,HOSP,HOWA,HOWR,INBU,KILL,LOWA,MALL,MODO,NOCA,NOFL,NOPA,NRWS,OROR,OVEN,PIWO,PUFI,PUMA,RBGR,RBGU,RBNU,RBWO,REVI,RHWO,ROPI,RSHA,RTHA,RTHU,RWBL,SAVS,SCTA,SOSP,SWSP,TRES,TUTI,TUVU,VEER,VIRA,WAVI,WBNU,WEVI,WIFL,WITU,WIWR,WODU,WOTH,YBCU,YEWA,YTVI,YTWA,plot_id,id,reservation,community.y,vibi,fqai,deer,year,panel,pcap.id,fragment.id,developed.y,activity.area,closest.developed,sanctioned.trail,bootleg.trail,closest.trail,developed.edge,stream.edge,total.edges,fragment.area,fragment.perimeter,ldi.index.score,area,perimeter,ldi_3k,dist_road
1038,RR,BeechMixedHardwoodHemlockForest,0,0,28.32261302,0,10,11,0.028012512,0.214477212,2,16.97749375,0.107238606,0.085254692,52,6.443191449,0.275,0,0,0,583.3333333,94762.46573,0.222421895,3,0.52,32.96,342.83,5.24058,0,1,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,2,0,0,0,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1038_1st,38,Rocky River,Beech-maple forest,43,20.13045688,high,2010,Year_1,38,7273,52,NA,52,NA,NA,NA,8989,1284,10273,338893,8005,2.64,0,0,6.443191449,147.124047
1039,MS,BottomlandForest,0,0,56.32445551,6,55,52,0.029149902,0.346897844,4,26.13118271,0.013224112,0.388406862,243,0.380802697,0.068181818,480,884.8723333,0.0924566,730,22497.28957,0.135015716,7,2.34,0.39,38.78,12.31325,0,0,0,0,2,0,0,2,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1039_1st,39,Mill Stream Run,Mesic Floodplain Forest,57,22.72351665,medium,2010,Year_1,39,794,243,NA,243,15,72,15,4699,6400,11100,699298,7542,1.25,398418,4957,0.380802697,330.5911618
1040,NC,WetMesicRedMapleForest,0,0,25.59023726,2,18,14,0.023300518,0.713675214,1,13.92621248,0,0.280897436,155,2.563182828,0.324324324,0,0,0,510,84812.66155,0.188928068,1,7.215,2.58,137.29,13.26167,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,3,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1040_1st,40,North Chagrin,Maple-Ash-Elm forest,22,16.08589747,medium high,2010,Year_1,40,17067,155,182,155,198,355,198,5155,0,5155,562002,4101,2.21,186041,3041,2.563182828,215.6442542
1041,BR,BeechMixedHardwoodHemlockForest,0,0,52.4095266,4,40,41,0.02340872,0.090835483,7,26.46467056,0.109740712,0.240439113,146,0.189891597,0.041666667,130,235.4383333,0.070200749,2110,23223.47378,0.153186986,4,1.69,18.34,84.01,8.18615,0,6,0,3,5,0,0,5,0,0,0,0,0,0,1,0,2,2,0,5,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6,5,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,1041_1st,41,Brecksville,Sugar maple forest,73,28.30692585,medium high,2010,Year_1,41,758,146,140,140,41,64,41,9445,9766,19211,2708700,9043,1.31,1937830,9532,0.189891597,266.1746714
1043,BR,BottomlandForest,0,0,37.94425884,2,18,21,0,0.130355468,0,14.23438257,0.501667883,0.315594704,167,0.887122771,0.230769231,0,0,0,230,167290.5553,0.227224739,0,3.315,2.78,309.75,12.12871,0,0,0,2,1,0,0,3,0,0,0,0,1,0,2,0,2,2,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,3,2,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1043_1st,43,Brecksville,Sycamore Woodland,43,17.55064101,medium low,2010,Year_1,43,1948,167,NA,167,NA,NA,NA,1404,1760,3164,96791,1605,1,67920,1132,0.887122771,469.5674993
1044,NC,SugarMapleMixedHardwoodForest,0,0,11.65338645,0,9,5,0,0.099601594,1,9.25,0,0.601593625,148,0.275213673,0.276190476,0,0,0,740,53766.85292,0.159231962,1,2.015,3.06,314.3,13.70942,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1044_1st,44,North Chagrin,"""MIXED"" FORESTS",41,12.79204298,very high,2010,Year_1,44,16610,148,NA,148,NA,NA,NA,3891,3496,7387,132844,2091,1.17,94210,1388,0.275213673,190.1824889
1045,BR,OakMixedHardwoodForest,0,0,60.67497232,10,43,53,0.014404755,0.042681431,5,27.23657777,0.034534114,0.186179346,279,0.083748225,0.224,80,729.825,0.08074252,920,63158.61316,0.211271342,5,1.17,3.64,3.54,7.02084,0,3,0,0,2,0,0,3,0,0,0,0,0,0,2,0,1,3,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0,3,2,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1045_1st,45,Brecksville,"""MIXED"" FORESTS",60,26.70258731,medium,2010,Year_1,45,836,279,NA,279,NA,NA,NA,11366,6687,18053,1996689,8598,1.15,1442707,5815,0.083748225,586.650002
1046,BC,MesicMeadow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,93.55,11.09126,0,0,0,0,1,0,0,4,0,0,0,0,0,1,2,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,3,0,0,1,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,1,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,6,0,0,6,6,0,2,0,0,1,0,2,0,2,0,0,0,1,0,3,0,0,1046_1st,46,Big Creek,Mixed emergent marsh,10,6.717514421,high,2010,Year_1,46,3248,105,NA,105,153,228,153,3779,254,4033,223909,3394,1.47,39598,938,7.093210162,144.8253547
1047,BE,WetMesicRedMapleForest,0,0,71.21826953,5,45,48,0.010740298,0.078284942,3,32.17335854,0.126118586,0.098435589,187,0.439549104,0.134883721,220,800.2666667,0.067577668,1560,40433.44011,0.167870816,6,5.525,19.11,284.75,9.52687,0,3,0,0,3,0,0,1,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1047_1st,47,Bedford,Beech-maple forest,67,31.80408779,medium,2010,Year_1,47,3139,187,1673,187,56,143,56,3994,4341,8335,633034,7488,1.38,326915,4629,0.439549104,199.4855051
1048,SC,WetMesicRedMapleForest,0,0,37.99465482,4,20,24,0.044225058,0.120664583,3,19.7508288,0.238420841,0.395563256,90,0.49034859,0.061818182,310,84.645,0.04662698,980,73789.00362,0.15659002,5,1.43,5.17,5.6,9.73223,0,1,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,1,3,0,0,0,1,0,2,0,0,0,0,1,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1048_1st,48,South Chagrin,Beech-maple forest,41,21.60246899,medium high,2010,Year_1,48,10252,90,235,90,64,66,64,2490,1532,4022,123959,2274,1.98,0,0,0.49034859,121.3414182
1050,BW,BeechMixedHardwoodHemlockForest,0,0,48.20274448,5,25,25,0.027052185,0.195877775,4,23.85909492,0.087345056,0.192274431,103,0.702129918,0.150943396,10,110.4,0.029452785,1400,38323.21584,0.155780817,4,5.85,0.91,268.34,13.09426,0,6,0,0,2,0,0,5,0,0,0,0,0,0,3,0,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1050_1st,50,Bradley Woods,"""MIXED"" FORESTS",58,21.74353352,medium high,2010,Year_1,50,3782,103,420,103,166,187,166,20787,0,20787,2780009,12429,1.25,1484354,10226,0.702129918,159.5702582
1051,MS,BeechMixedHardwoodHemlockForest,0,0,25,0,5,6,0.015061753,0.298804781,0,14,0,0,210,4.559073258,0.107954545,0,0,0,1510,56154.52422,0.183280479,3,2.86,2.54,354.13,10.46275,0,5,0,0,6,0,0,6,0,0,0,0,0,0,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,7,0,0,0,2,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,7,0,0,0,1,0,0,0,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,1051_1st,51,Mill Stream Run,Beech-maple forest,39,17.19570608,very high,2010,Year_1,51,828,210,234,210,123,15,15,12861,2764,15624,3645170,10878,1.22,2528157,11042,4.559073258,198.3469015
1052,OE,BottomlandForest,0,0,19.84848485,0,7,5,0,0.009090909,0,6.717514421,0,0.231818182,28,9.469549023,0.135338346,0,0,0,1375,235856.6489,0.300077158,0,3.315,10.33,29.25,10.54311,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1052_1st,52,Ohio and Erie Canal,Cottonwood Forest,12,9.797958971,high,2010,Year_1,52,10650,28,NA,28,NA,NA,NA,7175,434,7609,102335,6322,3.8,0,0,9.469549023,51.34920256
1053,HI,SugarMapleMixedHardwoodForest,0,0,75.80826591,2,54,54,0.05026402,0.295427542,1,31.54466341,0.083649534,0.125982139,278,0.766064892,0.28,50,9.815,0.038896426,350,23667.54249,0.108649715,7,4.55,1.1,299.34,13.66003,0,7,0,3,3,0,0,3,0,0,0,0,0,0,3,1,5,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,3,0,0,0,0,0,4,0,1,0,3,0,2,0,2,0,0,0,0,4,4,4,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,5,3,0,0,5,0,2,0,0,3,0,0,0,0,0,2,0,0,0,5,1053_1st,53,Hinckley,Mesic Floodplain Forest,49,30.25315411,high,2010,Year_1,53,664,278,327,278,123,25,25,12373,3242,15615,2008135,8465,1.7,1218361,7697,0.766064892,276.6951073
1054,RR,BottomlandForest,0,0,42.02311016,0,25,22,0.002435243,0.34548743,0,18.00735144,0.002997722,0.025540589,98,9.734621552,0.197674419,20,3.926,0.031657602,1260,54220.7142,0.218937306,2,6.695,0.84,12.56,11.12851,0,0,0,0,5,0,0,6,1,1,0,0,5,0,5,0,4,7,0,5,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,6,2,0,0,2,0,2,0,2,0,0,6,6,0,3,4,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,6,5,0,0,0,0,0,3,0,0,0,1,1054_1st,54,Rocky River,"""MIXED"" FORESTS",40,19.69576292,medium,2010,Year_1,54,7815,98,1537,98,70,47,47,7774,6303,14077,942215,11103,1.97,0,0,9.734621552,107.4654793
1055,SC,RuderalWetMesicShrublandandThicket,0,0,4.593604766,1,6,6,0.002974951,0,0,4.472135955,0,0.977156566,6,5.433078714,0.046321526,0,0,0,4450,37559.39125,0.138818696,0,5.135,2.26,292.86,12.12577,0,0,0,0,4,0,0,6,0,0,0,0,1,0,2,0,1,5,0,4,0,0,0,0,0,0,1,1,4,0,0,4,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,4,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1055_1st,55,South Chagrin,Planted-Austrian Pine,9,12.33925212,medium high,2010,Year_1,55,10090,6,NA,6,NA,NA,NA,5613,36,5649,15739,891,7.29,0,0,5.433078714,54.76528142
1057,BR,SugarMapleMixedHardwoodForest,0,0,39.02280336,1,18,25,0.045995809,0.251269812,4,18.76242445,0.055076189,0.355425005,141,0.19883834,0.380952381,0,0,0,440,28163.07746,0.14124432,5,2.86,9.75,18.57,11.11284,0,3,0,3,1,0,0,0,0,1,0,0,0,0,3,0,2,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1057_1st,57,Brecksville,Beech-maple forest,46,21.63594892,medium high,2010,Year_1,57,1044,141,556,141,13,102,13,8257,749,9006,1771071,6580,1.5,867314,4697,0.19883834,263.5986133
1058,RR,BottomlandForest,0,0,26.74846086,1,20,16,0.069938747,0.412142835,0,13.13978105,0,0.250238366,64,6.55355046,0.133333333,210,41.223,0.098003441,1280,94634.41215,0.180708144,2,5.72,2.89,278.49,9.73776,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058_1st,58,Rocky River,Cottonwood Forest,44,19.67077512,medium,2010,Year_1,58,7815,64,840,64,18,54,18,7774,6303,14077,942215,11103,1.97,0,0,6.55355046,34.44566341
1059,BE,RuderalWetMesicShrublandandThicket,0,0,7.708776871,4,16,8,0.303789133,0.005544221,0,5.208553759,0,0.911292469,63,2.346710826,0,0,0,0,25,276,0.070132161,2,55.055,2.61,265.38,10.99838,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,3,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,3,0,0,1059_1st,59,Bedford,Dogwood Thickets,26,8.142857143,medium,2010,Year_1,59,2169,63,NA,63,282,19,19,11148,2862,14011,939302,6219,1.65,0,0,2.346710826,130.856734
1060,SC,BeechMixedHardwoodHemlockForest,0,0,75.20217348,2,27,33,0.229172035,0.317710067,5,29.34094927,0.189294684,0.018699507,215,0.306799317,0.074380165,1650,2553.018333,0.1365457,950,71441.54916,0.157614605,8,1.56,17.46,26.19,7.77064,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,3,0,0,2,0,1060_1st,60,South Chagrin,Beech-maple forest,67,27.64275585,medium high,2010,Year_1,60,9162,215,234,215,34,157,34,10222,0,10222,1149320,7522,1.62,482052,4999,0.306799317,324.4109322
1061,BR,WetMesicRedMapleForest,0,0,44.45124997,7,24,29,0.028501532,0.160279761,1,23.59071298,0.08800816,0.234251299,349,0.088871907,0.145038168,50,232.825,0.04825396,960,31308.36443,0.147034354,6,0.585,5.63,319.1,10.50532,0,3,0,1,5,0,0,7,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,1061_1st,61,Brecksville,Dry-Mesic Oak Forest and Woodland,57,24.18048081,high,2010,Year_1,61,758,349,358,349,22,271,22,9445,9766,19211,2708700,9043,1.31,1937830,9532,0.088871907,249.8609659
1063,BE,MesicMeadow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,124.44,13.82176,0,0,0,1,6,0,0,7,0,0,0,0,1,3,3,0,0,5,0,4,0,0,0,0,0,0,0,0,2,0,6,0,0,2,0,1,0,3,2,2,0,0,0,1,5,0,0,0,0,2,0,0,0,0,2,5,0,6,0,1,0,0,4,3,3,0,0,2,0,0,1,0,1,2,0,1,1,0,0,0,0,0,7,0,0,7,0,3,2,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,1063_1st,63,Bedford,Young Field (<5 years),7,4.4,,2010,Year_1,63,2936,260,0,0,393,475,393,8175,241,8416,958260,4891,6.12,0,0,2.607322518,401.6686668
1064,SC,OakMixedHardwoodForest,0,0,48.76148811,3,14,15,0.022886024,0.12973534,2,20.19996192,0.233523612,0.00778412,89,0.378132119,0.082901554,40,112.363,0.031315935,1460,54092.39087,0.162200143,5,2.275,6.82,355.35,9.41768,0,4,0,4,5,0,0,4,0,1,0,0,0,0,7,0,2,1,0,7,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,6,6,0,0,1,0,0,1,0,4,1,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,1064_1st,64,South Chagrin,Beech-red oak forest,54,22.70911059,very high,2010,Year_1,64,10063,89,NA,89,81,173,81,12255,0,12255,371460,4714,2,0,0,0.378132119,175.9194461
1065,NC,RuderalWetMesicShrublandandThicket,0,0,26.44600662,6,41,25,0.026524044,0.194026232,3,19.39896904,0.002204343,0.808736544,49,0.29020143,0.056547619,0,0,0,910,8243.206143,0.117792867,3,35.685,2.68,55.94,11.58248,0,1,0,0,1,0,0,3,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1065_1st,65,North Chagrin,Green ash swamp,33,15.80895559,medium high,2010,Year_1,65,17072,49,38,38,84,121,84,3845,1830,5674,584325,4305,1.46,0,0,0.29020143,130.3024009
1066,HI,SugarMapleMixedHardwoodForest,0,0,68.88863543,4,29,31,0.084167927,0.098776909,3,27.95510338,0.178757154,0.10493594,595,0.290752064,0.140625,120,65.9965,0.043472371,940,62563.85712,0.226043094,5,3.445,5.56,71.64,8.86028,0,3,0,2,2,0,3,0,0,0,0,0,0,0,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0,1066_1st,66,Hinckley,Sugar maple forest,57,31.00680929,medium,2010,Year_1,66,318,595,724,595,38,57,38,23105,0,23105,4185661,12531,1.38,2877403,9218,0.290752064,1130.678082
1067,MS,WetMesicRedMapleForest,0,0,28.81590473,2,19,18,0.094015522,0.402602373,0,17.82675246,0,0.213930348,82,1.118754258,0.054347826,370,221.693,0.078058816,310,73050.14041,0.140872585,3,2.73,0.02,133.15,11.65729,0,2,0,0,2,0,0,5,0,0,0,0,1,0,4,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,1067_1st,67,Mill Stream Run,"""MIXED"" FORESTS",40,17.09818195,high,2010,Year_1,67,1912,82,NA,82,49,23,23,4635,974,5609,362906,4689,1.31,0,0,1.118754258,148.6826298
1068,BE,BeechMixedHardwoodHemlockForest,0,0,77.52964861,6,51,53,0.026499518,0.163033599,5,30.13768405,0.394362133,0.108948743,290,6.101157084,0.24137931,40,7.852,0.050776356,420,36052.57019,0.132318965,5,22.815,1.67,46,8.57686,0,8,0,1,1,0,0,4,0,0,0,0,0,0,2,0,2,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1068_1st,68,Bedford,"""MIXED"" FORESTS",66,32.15164959,medium high,2010,Year_1,68,3072,290,196,196,40,5,5,6617,4929,11546,965735,8324,1.24,458541,4240,6.101157084,321.7542407
1069,HI,SugarMapleMixedHardwoodForest,0,0,51.51285762,5,41,32,0.047573501,0.310688341,1,22.58470645,0.1064645,0.298294729,11,0.674343543,0.152777778,240,2887.289,0.172589893,280,32296.47422,0.103343897,3,45.435,4.15,182.42,7.75522,0,0,0,3,2,0,0,3,0,0,0,0,1,1,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,0,3,2,0,2,0,1,0,1,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,0,0,2,3,1,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,3,0,0,3,0,1,1,0,1,0,0,1,3,0,0,0,1,2,1,2,0,0,1069_1st,69,Hinckley,Mesic Floodplain Forest,67,25.25,medium,2010,Year_1,69,517,11,NA,11,NA,NA,NA,11862,5584,17446,1444312,11430,1.1,0,0,0.674343543,46.85846719
1070,BW,WetMesicRedMapleForest,0,0,55.28784698,2,20,20,0.268922623,0.55777043,5,23.33452378,0.08502598,0.030420406,206,0.440455158,0.132911392,480,318.2045,0.078583203,680,67598.79074,0.135921849,4,3.9,0.38,356.02,14.31345,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1070_1st,70,Bradley Woods,"""MIXED"" FORESTS",64,25.21096175,medium high,2010,Year_1,70,9822,206,NA,206,504,330,330,9409,0,9409,929300,6451,1.4,415982,3069,0.440455158,339.2161048
1071,MS,BottomlandForest,0,0,31.07312806,3,28,24,0.04592818,0.157366993,1,18.57708557,0.026542409,0.381148991,79,3.045624633,0.148148148,40,14.9695,0.04661967,260,21983.23249,0.081235643,1,8.32,0.4,127.98,12.17002,0,1,0,2,2,0,0,6,0,0,0,0,2,0,3,0,2,2,0,4,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,4,7,3,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,1,0,0,0,0,0,2,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1071_1st,71,Mill Stream Run,Mesic Floodplain Forest,47,18,medium high,2010,Year_1,71,1154,79,NA,79,49,374,49,3086,0,3086,126174,2257,1.89,0,0,3.045624633,98.30901755
